audit_id,operation_type,transaction_id,type_id,user_id,created_at,changed_by,account_number,recipient_number,amount,comment,status_id,legal_type_id,transaction_date,sender_bank_id,recipient_bank_id,recipient_tin,category_id,recipient_phone,new_legal_type_id,new_transaction_date,new_comment,new_amount,new_status_id,new_sender_bank_id,new_recipient_bank_id,new_recipient_tin,new_category_id,new_recipient_phone
926,INSERT,2022,1,2,2025-05-12 19:18:36.375331,2,40817810000099366240,40817810000663826248,,,,,,,,,,,2,2024-11-23,Автотестовая транзакция,9019.88,6,2,1,86422505056,8,+70143365935
927,INSERT,2023,1,1,2025-05-12 19:18:36.375331,1,40817810000578832147,40817810000053748014,,,,,,,,,,,1,2024-11-24,Автотестовая транзакция,45645.27,4,2,4,50900407350,10,81582938292
928,INSERT,2024,1,1,2025-05-12 19:18:36.375331,1,40817810000246600532,40817810000964877468,,,,,,,,,,,1,2024-11-25,Автотестовая транзакция,14185.65,2,3,3,73301301410,10,+71518560470
929,INSERT,2025,1,2,2025-05-12 19:18:36.375331,2,40817810000594176412,40817810000172193194,,,,,,,,,,,1,2024-11-26,Автотестовая транзакция,25663.55,4,4,4,81240401163,3,+72021088130
930,INSERT,2026,1,1,2025-05-12 19:18:36.375331,1,40817810000206217265,40817810000560946197,,,,,,,,,,,2,2024-11-27,Автотестовая транзакция,2778.58,5,1,3,67193936218,5,+78560818889
931,INSERT,2027,1,1,2025-05-12 19:18:36.375331,1,40817810000523806108,40817810000891003410,,,,,,,,,,,1,2024-11-28,Автотестовая транзакция,4009.40,2,4,2,64240985994,6,+74525193168
932,INSERT,2028,1,1,2025-05-12 19:18:36.375331,1,40817810000102619036,40817810000493985895,,,,,,,,,,,1,2024-11-29,Автотестовая транзакция,16625.84,6,1,5,64133571343,4,81692077238
933,INSERT,2029,1,2,2025-05-12 19:18:36.375331,2,40817810000112976716,40817810000975920097,,,,,,,,,,,1,2024-11-30,Автотестовая транзакция,31037.46,5,2,3,45564301729,8,81989770967
934,INSERT,2030,2,1,2025-05-12 19:18:36.375331,1,40817810000729183995,40817810000538986493,,,,,,,,,,,2,2024-12-01,Автотестовая транзакция,22554.88,2,5,3,37896029851,7,+73121901806
935,INSERT,2031,1,1,2025-05-12 19:18:36.375331,1,40817810000845801378,40817810000673951446,,,,,,,,,,,1,2024-12-02,Автотестовая транзакция,40537.15,3,4,2,48059238905,9,+78511944164
936,INSERT,2032,1,1,2025-05-12 19:18:36.375331,1,40817810000061621029,40817810000635850633,,,,,,,,,,,2,2024-12-03,Автотестовая транзакция,35405.88,4,2,4,57934180429,8,+79659116845
937,INSERT,2033,2,1,2025-05-12 19:18:36.375331,1,40817810000079497847,40817810000449291468,,,,,,,,,,,2,2024-12-04,Автотестовая транзакция,50071.26,5,4,3,35011781081,5,89474195082
938,INSERT,2034,2,1,2025-05-12 19:18:36.375331,1,40817810000596456625,40817810000108811141,,,,,,,,,,,2,2024-12-05,Автотестовая транзакция,31048.48,3,3,4,18625962746,4,+76920609929
939,INSERT,2035,2,2,2025-05-12 19:18:36.375331,2,40817810000217110338,40817810000289539417,,,,,,,,,,,1,2024-12-06,Автотестовая транзакция,44456.85,6,1,3,72458519263,4,84588620648
940,INSERT,2036,1,1,2025-05-12 19:18:36.375331,1,40817810000571623603,40817810000389896482,,,,,,,,,,,2,2024-12-07,Автотестовая транзакция,40311.48,6,5,3,24482212823,9,87313245573
941,INSERT,2037,2,2,2025-05-12 19:18:36.375331,2,40817810000906826806,40817810000424884129,,,,,,,,,,,2,2024-12-08,Автотестовая транзакция,49575.27,7,3,2,76798390144,3,80041989044
942,INSERT,2038,2,1,2025-05-12 19:18:36.375331,1,40817810000926939314,40817810000319170580,,,,,,,,,,,1,2024-12-09,Автотестовая транзакция,21559.92,4,4,2,82015867306,6,84000963044
943,INSERT,2039,1,2,2025-05-12 19:18:36.375331,2,40817810000387305446,40817810000220612360,,,,,,,,,,,2,2024-12-10,Автотестовая транзакция,43422.43,1,4,1,22565441162,5,+79480509258
944,INSERT,2040,2,2,2025-05-12 19:18:36.375331,2,40817810000011357526,40817810000848560937,,,,,,,,,,,1,2024-12-11,Автотестовая транзакция,45865.24,6,4,2,10422316790,4,89770077926
945,INSERT,2041,2,1,2025-05-12 19:18:36.375331,1,40817810000747045632,40817810000313878709,,,,,,,,,,,2,2024-12-12,Автотестовая транзакция,33166.59,5,2,2,39361426019,4,84885969582
946,INSERT,2042,1,2,2025-05-12 19:18:36.375331,2,40817810000930834083,40817810000668604504,,,,,,,,,,,1,2024-12-13,Автотестовая транзакция,22414.03,2,3,5,51113529377,8,80123804473
947,INSERT,2043,2,2,2025-05-12 19:18:36.375331,2,40817810000975728577,40817810000599185474,,,,,,,,,,,2,2024-12-14,Автотестовая транзакция,2192.66,5,3,3,76196069405,7,+72548236253
948,INSERT,2044,1,2,2025-05-12 19:18:36.375331,2,40817810000547913669,40817810000269969536,,,,,,,,,,,2,2024-12-15,Автотестовая транзакция,32069.17,1,3,3,84561477989,1,86683346804
949,INSERT,2045,1,1,2025-05-12 19:18:36.375331,1,40817810000983235523,40817810000136698380,,,,,,,,,,,1,2024-12-16,Автотестовая транзакция,7520.59,5,4,2,71540708850,6,+76490055984
950,INSERT,2046,1,2,2025-05-12 19:18:36.375331,2,40817810000419428427,40817810000680819025,,,,,,,,,,,2,2024-12-17,Автотестовая транзакция,11326.99,3,4,2,91444483951,9,80156348951
951,INSERT,2047,1,1,2025-05-12 19:18:36.375331,1,40817810000844968617,40817810000185244032,,,,,,,,,,,2,2024-12-18,Автотестовая транзакция,18304.72,5,1,4,84807930722,9,81063553008
952,INSERT,2048,2,2,2025-05-12 19:18:36.375331,2,40817810000618372065,40817810000134854799,,,,,,,,,,,2,2024-12-19,Автотестовая транзакция,20852.51,4,3,2,54879397323,12,+74723287964
953,INSERT,2049,2,1,2025-05-12 19:18:36.375331,1,40817810000533494191,40817810000719013176,,,,,,,,,,,1,2024-12-20,Автотестовая транзакция,29075.01,6,2,4,17297520353,9,+71645735637
954,INSERT,2050,1,2,2025-05-12 19:18:36.375331,2,40817810000555088989,40817810000866100757,,,,,,,,,,,1,2024-12-21,Автотестовая транзакция,49670.54,6,4,3,94221517412,1,+79240046509
955,INSERT,2051,2,2,2025-05-12 19:18:36.375331,2,40817810000801594759,40817810000134159611,,,,,,,,,,,2,2024-12-22,Автотестовая транзакция,34255.08,7,4,4,99545223601,7,+73457664676
956,INSERT,2052,1,1,2025-05-12 19:18:36.375331,1,40817810000581377218,40817810000824197691,,,,,,,,,,,2,2024-12-23,Автотестовая транзакция,8620.48,5,5,4,70634034791,4,+78653186351
957,INSERT,2053,1,2,2025-05-12 19:18:36.375331,2,40817810000621936948,40817810000671182388,,,,,,,,,,,1,2024-12-24,Автотестовая транзакция,43427.60,7,4,2,29567058020,7,89764058757
958,INSERT,2054,2,2,2025-05-12 19:18:36.375331,2,40817810000851425521,40817810000782604710,,,,,,,,,,,2,2024-12-25,Автотестовая транзакция,22622.58,4,4,2,54480284897,10,+77159519566
959,INSERT,2055,1,2,2025-05-12 19:18:36.375331,2,40817810000420018251,40817810000305578718,,,,,,,,,,,2,2024-12-26,Автотестовая транзакция,6762.68,5,2,2,95488012591,1,82160134465
960,INSERT,2056,2,1,2025-05-12 19:18:36.375331,1,40817810000333187260,40817810000350949255,,,,,,,,,,,2,2024-12-27,Автотестовая транзакция,18586.28,6,4,3,45561586871,5,+76804602452
961,INSERT,2057,2,2,2025-05-12 19:18:36.375331,2,40817810000526717912,40817810000469088894,,,,,,,,,,,2,2024-12-28,Автотестовая транзакция,5365.02,7,1,2,85351544244,4,+73927453382
962,INSERT,2058,2,2,2025-05-12 19:18:36.375331,2,40817810000084024643,40817810000315833506,,,,,,,,,,,2,2024-12-29,Автотестовая транзакция,25397.21,3,2,3,25386926807,9,+70512468040
963,INSERT,2059,1,2,2025-05-12 19:18:36.375331,2,40817810000108273105,40817810000938042685,,,,,,,,,,,2,2024-12-30,Автотестовая транзакция,40405.58,4,3,4,96149429011,3,+75547241793
964,INSERT,2060,2,1,2025-05-12 19:18:36.375331,1,40817810000409722022,40817810000481457835,,,,,,,,,,,2,2024-12-31,Автотестовая транзакция,35238.32,3,5,4,57316898420,11,86331197187
965,INSERT,2061,1,2,2025-05-12 19:18:36.375331,2,40817810000357631311,40817810000334520860,,,,,,,,,,,1,2025-01-01,Автотестовая транзакция,24293.79,5,5,2,78630395750,1,+77922830108
966,INSERT,2062,1,1,2025-05-12 19:18:36.375331,1,40817810000795822262,40817810000885297256,,,,,,,,,,,1,2025-01-02,Автотестовая транзакция,19716.75,3,4,4,76817668663,11,+70807295965
967,INSERT,2063,1,2,2025-05-12 19:18:36.375331,2,40817810000990560323,40817810000428345708,,,,,,,,,,,1,2025-01-03,Автотестовая транзакция,33583.56,6,2,2,48622782103,4,84269321773
968,INSERT,2064,1,1,2025-05-12 19:18:36.375331,1,40817810000441181605,40817810000633618053,,,,,,,,,,,1,2025-01-04,Автотестовая транзакция,44614.10,6,3,2,70766630451,4,+71245746022
969,INSERT,2065,2,2,2025-05-12 19:18:36.375331,2,40817810000919900697,40817810000914354629,,,,,,,,,,,2,2025-01-05,Автотестовая транзакция,24028.03,6,2,3,33021378789,7,+79303630010
970,INSERT,2066,2,1,2025-05-12 19:18:36.375331,1,40817810000121379089,40817810000599435121,,,,,,,,,,,2,2025-01-06,Автотестовая транзакция,19190.49,4,4,4,92839356627,9,+73036034205
971,INSERT,2067,1,1,2025-05-12 19:18:36.375331,1,40817810000353873771,40817810000501868587,,,,,,,,,,,2,2025-01-07,Автотестовая транзакция,19485.14,5,4,2,53219800096,9,86331927527
972,INSERT,2068,1,1,2025-05-12 19:18:36.375331,1,40817810000262662448,40817810000454269349,,,,,,,,,,,1,2025-01-08,Автотестовая транзакция,3142.95,7,4,2,20188112877,7,+78577673363
973,INSERT,2069,2,1,2025-05-12 19:18:36.375331,1,40817810000456223382,40817810000250264930,,,,,,,,,,,1,2025-01-09,Автотестовая транзакция,35696.19,4,5,2,39544661012,5,85314285445
974,INSERT,2070,2,2,2025-05-12 19:18:36.375331,2,40817810000318729496,40817810000196504451,,,,,,,,,,,1,2025-01-10,Автотестовая транзакция,10103.93,5,3,5,97767692946,2,+72731205516
975,INSERT,2071,2,1,2025-05-12 19:18:36.375331,1,40817810000772090234,40817810000600583530,,,,,,,,,,,1,2025-01-11,Автотестовая транзакция,3261.35,4,4,4,75967955490,5,+78518156634
976,INSERT,2072,1,1,2025-05-12 19:18:36.375331,1,40817810000689871066,40817810000365191297,,,,,,,,,,,2,2025-01-12,Автотестовая транзакция,27783.85,4,4,4,99430111883,8,+72126894077
977,INSERT,2073,2,2,2025-05-12 19:18:36.375331,2,40817810000104430468,40817810000938823664,,,,,,,,,,,1,2025-01-13,Автотестовая транзакция,2768.39,2,4,4,63395626615,5,81118730962
978,INSERT,2074,1,1,2025-05-12 19:18:36.375331,1,40817810000135767988,40817810000826927669,,,,,,,,,,,2,2025-01-14,Автотестовая транзакция,24796.89,6,5,3,34213898860,8,86997984997
979,INSERT,2075,1,1,2025-05-12 19:18:36.375331,1,40817810000958303146,40817810000985626228,,,,,,,,,,,2,2025-01-15,Автотестовая транзакция,25111.87,5,4,2,36344340753,11,+77875065154
980,INSERT,2076,2,1,2025-05-12 19:18:36.375331,1,40817810000317424684,40817810000998215554,,,,,,,,,,,1,2025-01-16,Автотестовая транзакция,1794.31,6,2,3,38281979342,6,+79929784640
981,INSERT,2077,2,1,2025-05-12 19:18:36.375331,1,40817810000408759915,40817810000352421997,,,,,,,,,,,1,2025-01-17,Автотестовая транзакция,2350.58,6,4,5,93790446010,1,+70774501206
982,INSERT,2078,2,2,2025-05-12 19:18:36.375331,2,40817810000045213805,40817810000674998660,,,,,,,,,,,2,2025-01-18,Автотестовая транзакция,1765.27,5,3,2,41150474361,9,+72512325389
983,INSERT,2079,2,2,2025-05-12 19:18:36.375331,2,40817810000925554015,40817810000519127991,,,,,,,,,,,1,2025-01-19,Автотестовая транзакция,35682.10,6,5,4,53435990847,9,+74609131333
984,INSERT,2080,1,2,2025-05-12 19:18:36.375331,2,40817810000838197471,40817810000714204451,,,,,,,,,,,1,2025-01-20,Автотестовая транзакция,30824.32,6,4,3,29450487072,10,+73808270960
985,INSERT,2081,2,2,2025-05-12 19:18:36.375331,2,40817810000528729137,40817810000989325817,,,,,,,,,,,2,2025-01-21,Автотестовая транзакция,28496.38,5,1,3,40367524376,8,+71114634377
986,INSERT,2082,2,1,2025-05-12 19:18:36.375331,1,40817810000288959189,40817810000911307136,,,,,,,,,,,1,2025-01-22,Автотестовая транзакция,29140.54,6,3,1,57760692471,2,86872868233
987,INSERT,2083,2,1,2025-05-12 19:18:36.375331,1,40817810000662999257,40817810000924113189,,,,,,,,,,,1,2025-01-23,Автотестовая транзакция,2369.29,7,4,1,69436849681,3,+79269116676
988,INSERT,2084,2,1,2025-05-12 19:18:36.375331,1,40817810000075740658,40817810000200805941,,,,,,,,,,,2,2025-01-24,Автотестовая транзакция,50012.34,6,1,1,68966193164,9,88989391302
989,INSERT,2085,2,2,2025-05-12 19:18:36.375331,2,40817810000205794803,40817810000274181412,,,,,,,,,,,1,2025-01-25,Автотестовая транзакция,17848.11,6,3,4,17752224522,5,+76186997187
990,INSERT,2086,1,1,2025-05-12 19:18:36.375331,1,40817810000899592009,40817810000595670469,,,,,,,,,,,2,2025-01-26,Автотестовая транзакция,24311.20,6,1,4,12838696354,11,84262505315
991,INSERT,2087,2,1,2025-05-12 19:18:36.375331,1,40817810000479999338,40817810000163110743,,,,,,,,,,,1,2025-01-27,Автотестовая транзакция,46165.66,6,4,3,54765774156,6,84249390462
992,INSERT,2088,2,2,2025-05-12 19:18:36.375331,2,40817810000965043834,40817810000480630273,,,,,,,,,,,2,2025-01-28,Автотестовая транзакция,30460.04,3,1,4,58409534638,9,82790074772
993,INSERT,2089,1,1,2025-05-12 19:18:36.375331,1,40817810000642887332,40817810000009069960,,,,,,,,,,,2,2025-01-29,Автотестовая транзакция,50589.23,5,3,5,29073293029,3,+75126760797
994,INSERT,2090,1,2,2025-05-12 19:18:36.375331,2,40817810000383952235,40817810000567918981,,,,,,,,,,,2,2025-01-30,Автотестовая транзакция,26818.56,4,2,4,31356338355,11,80944509856
995,INSERT,2091,2,1,2025-05-12 19:18:36.375331,1,40817810000287897348,40817810000736717754,,,,,,,,,,,2,2025-01-31,Автотестовая транзакция,4046.50,2,2,3,21514684898,8,87162092812
996,INSERT,2092,1,2,2025-05-12 19:18:36.375331,2,40817810000812261219,40817810000757493256,,,,,,,,,,,2,2025-02-01,Автотестовая транзакция,6388.28,1,4,4,51730286715,5,+72192926819
997,INSERT,2093,1,1,2025-05-12 19:18:36.375331,1,40817810000086860467,40817810000992210149,,,,,,,,,,,1,2025-02-02,Автотестовая транзакция,29216.80,7,2,2,14719074043,8,+71097781642
998,INSERT,2094,2,2,2025-05-12 19:18:36.375331,2,40817810000962386099,40817810000897968663,,,,,,,,,,,2,2025-02-03,Автотестовая транзакция,36682.06,5,3,3,83221446899,11,+75341510179
999,INSERT,2095,2,1,2025-05-12 19:18:36.375331,1,40817810000478777615,40817810000202608935,,,,,,,,,,,2,2025-02-04,Автотестовая транзакция,15075.22,5,3,3,48715313510,2,84407885590
1000,INSERT,2096,1,1,2025-05-12 19:18:36.375331,1,40817810000928110812,40817810000270038726,,,,,,,,,,,1,2025-02-05,Автотестовая транзакция,7728.99,2,2,1,99510214455,3,+72101221433
1001,INSERT,2097,2,2,2025-05-12 19:18:36.375331,2,40817810000797268489,40817810000212691370,,,,,,,,,,,1,2025-02-06,Автотестовая транзакция,8600.88,6,2,1,14653985269,10,80985006038
1002,INSERT,2098,1,2,2025-05-12 19:18:36.375331,2,40817810000351347962,40817810000244963899,,,,,,,,,,,2,2025-02-07,Автотестовая транзакция,16222.59,4,3,1,59600483789,3,81503327451
1003,INSERT,2099,2,2,2025-05-12 19:18:36.375331,2,40817810000991976878,40817810000369064629,,,,,,,,,,,2,2025-02-08,Автотестовая транзакция,13568.30,6,4,4,97926576281,6,82571065159
1004,INSERT,2100,2,2,2025-05-12 19:18:36.375331,2,40817810000341132238,40817810000120909923,,,,,,,,,,,2,2025-02-09,Автотестовая транзакция,27788.24,1,4,5,81256668264,11,89435026595
1005,INSERT,2101,1,1,2025-05-12 19:18:36.375331,1,40817810000467578427,40817810000636885494,,,,,,,,,,,2,2025-02-10,Автотестовая транзакция,27999.91,5,4,5,51617581930,3,+76919808395
1006,INSERT,2102,1,1,2025-05-12 19:18:36.375331,1,40817810000452336104,40817810000439741197,,,,,,,,,,,1,2025-02-11,Автотестовая транзакция,33725.91,7,3,3,81386608158,1,82422856867
1007,INSERT,2103,2,1,2025-05-12 19:18:36.375331,1,40817810000251719038,40817810000108420371,,,,,,,,,,,2,2025-02-12,Автотестовая транзакция,2857.55,4,2,2,94901553573,11,83624688906
1008,INSERT,2104,1,1,2025-05-12 19:18:36.375331,1,40817810000502933142,40817810000783694509,,,,,,,,,,,1,2025-02-13,Автотестовая транзакция,39722.69,3,1,3,20959272561,7,80909269185
1009,INSERT,2105,1,2,2025-05-12 19:18:36.375331,2,40817810000920573866,40817810000933544168,,,,,,,,,,,1,2025-02-14,Автотестовая транзакция,35884.94,6,4,4,52075401764,11,+70665888889
1010,INSERT,2106,1,2,2025-05-12 19:18:36.375331,2,40817810000367160643,40817810000404477003,,,,,,,,,,,1,2025-02-15,Автотестовая транзакция,5713.93,5,2,2,54616875040,4,87145428788
1011,INSERT,2107,1,1,2025-05-12 19:18:36.375331,1,40817810000905430922,40817810000903668509,,,,,,,,,,,1,2025-02-16,Автотестовая транзакция,1583.93,2,1,2,16854095142,5,88242778408
1012,INSERT,2108,2,2,2025-05-12 19:18:36.375331,2,40817810000508562878,40817810000084130752,,,,,,,,,,,1,2025-02-17,Автотестовая транзакция,16671.30,6,2,5,91558536492,3,85666116764
1013,INSERT,2109,1,2,2025-05-12 19:18:36.375331,2,40817810000246474347,40817810000143530264,,,,,,,,,,,2,2025-02-18,Автотестовая транзакция,32821.49,2,5,4,18122029489,6,80554370251
1014,INSERT,2110,2,2,2025-05-12 19:18:36.375331,2,40817810000232278924,40817810000931983567,,,,,,,,,,,2,2025-02-19,Автотестовая транзакция,42054.00,5,2,2,74203226312,2,83616888314
1015,INSERT,2111,2,1,2025-05-12 19:18:36.375331,1,40817810000689566194,40817810000650216057,,,,,,,,,,,1,2025-02-20,Автотестовая транзакция,35695.76,3,3,2,76383993043,12,81413722331
1016,INSERT,2112,2,1,2025-05-12 19:18:36.375331,1,40817810000990455676,40817810000501779086,,,,,,,,,,,2,2025-02-21,Автотестовая транзакция,49653.42,5,3,4,97543015074,5,+78985785603
1017,INSERT,2113,1,2,2025-05-12 19:18:36.375331,2,40817810000986838911,40817810000788733452,,,,,,,,,,,1,2025-02-22,Автотестовая транзакция,37142.62,7,3,3,50450839823,3,84721435952
1018,INSERT,2114,2,1,2025-05-12 19:18:36.375331,1,40817810000418703985,40817810000565808050,,,,,,,,,,,2,2025-02-23,Автотестовая транзакция,31096.93,6,2,5,29335692761,12,89455254248
1019,INSERT,2115,1,1,2025-05-12 19:18:36.375331,1,40817810000902306227,40817810000657491285,,,,,,,,,,,1,2025-02-24,Автотестовая транзакция,24344.88,4,1,2,13442333041,11,88516262313
1020,INSERT,2116,1,2,2025-05-12 19:18:36.375331,2,40817810000851839951,40817810000094016570,,,,,,,,,,,1,2025-02-25,Автотестовая транзакция,39799.56,1,5,1,17934043035,7,86344946780
1021,INSERT,2117,2,2,2025-05-12 19:18:36.375331,2,40817810000870089800,40817810000116170154,,,,,,,,,,,1,2025-02-26,Автотестовая транзакция,43852.29,3,2,3,37844718900,6,87825981895
1022,INSERT,2118,1,1,2025-05-12 19:18:36.375331,1,40817810000152280168,40817810000173878097,,,,,,,,,,,1,2025-02-27,Автотестовая транзакция,24776.63,2,2,3,64439601655,3,+77272540634
1023,INSERT,2119,2,2,2025-05-12 19:18:36.375331,2,40817810000282899862,40817810000991980342,,,,,,,,,,,1,2025-02-28,Автотестовая транзакция,16093.22,4,2,2,79489845262,3,80112400325
1024,INSERT,2120,2,1,2025-05-12 19:18:36.375331,1,40817810000075188908,40817810000099033858,,,,,,,,,,,2,2025-03-01,Автотестовая транзакция,36039.39,7,3,3,74530987309,2,+73682181582
1025,INSERT,2121,2,2,2025-05-12 19:18:36.375331,2,40817810000630549304,40817810000265805667,,,,,,,,,,,2,2025-03-02,Автотестовая транзакция,5884.98,5,3,1,19444445845,4,80280631898
1026,INSERT,2122,1,2,2025-05-12 19:18:36.375331,2,40817810000732209618,40817810000649192130,,,,,,,,,,,1,2025-03-03,Автотестовая транзакция,15832.62,3,2,4,37058410891,8,+78720408770
1027,INSERT,2123,1,2,2025-05-12 19:18:36.375331,2,40817810000621574442,40817810000917963436,,,,,,,,,,,2,2025-03-04,Автотестовая транзакция,14431.15,7,2,2,84248388777,2,85959362836
1028,INSERT,2124,2,1,2025-05-12 19:18:36.375331,1,40817810000401893143,40817810000071812364,,,,,,,,,,,2,2025-03-05,Автотестовая транзакция,27682.02,2,2,2,41179365368,8,85552894418
1029,INSERT,2125,1,1,2025-05-12 19:18:36.375331,1,40817810000472125546,40817810000329005290,,,,,,,,,,,2,2025-03-06,Автотестовая транзакция,26723.18,2,4,3,46510174088,6,83538624676
1030,INSERT,2126,1,2,2025-05-12 19:18:36.375331,2,40817810000895082101,40817810000976213840,,,,,,,,,,,2,2025-03-07,Автотестовая транзакция,16034.39,5,2,2,31802248774,3,+75890992026
1031,INSERT,2127,2,1,2025-05-12 19:18:36.375331,1,40817810000981557440,40817810000849149881,,,,,,,,,,,1,2025-03-08,Автотестовая транзакция,16805.52,5,3,5,88449257540,9,85541764442
1032,INSERT,2128,2,2,2025-05-12 19:18:36.375331,2,40817810000616449916,40817810000580998105,,,,,,,,,,,1,2025-03-09,Автотестовая транзакция,28221.60,1,3,2,29719854752,1,81236028389
1033,INSERT,2129,1,2,2025-05-12 19:18:36.375331,2,40817810000352197011,40817810000360266242,,,,,,,,,,,2,2025-03-10,Автотестовая транзакция,47416.69,3,4,2,82332532625,11,89685616002
1034,INSERT,2130,1,1,2025-05-12 19:18:36.375331,1,40817810000885871804,40817810000633381388,,,,,,,,,,,2,2025-03-11,Автотестовая транзакция,47045.89,5,3,3,69209142406,10,+79404288184
1035,INSERT,2131,2,2,2025-05-12 19:18:36.375331,2,40817810000295498384,40817810000504400191,,,,,,,,,,,2,2025-03-12,Автотестовая транзакция,22557.84,2,2,2,58718456373,4,88387055708
1036,INSERT,2132,1,2,2025-05-12 19:18:36.375331,2,40817810000222052423,40817810000205799424,,,,,,,,,,,2,2025-03-13,Автотестовая транзакция,25148.48,3,4,1,83934420418,8,+77254461230
1037,INSERT,2133,1,1,2025-05-12 19:18:36.375331,1,40817810000843240702,40817810000655588567,,,,,,,,,,,1,2025-03-14,Автотестовая транзакция,3051.59,1,3,3,52414002234,11,81459721861
1038,INSERT,2134,2,1,2025-05-12 19:18:36.375331,1,40817810000515571342,40817810000869191187,,,,,,,,,,,1,2025-03-15,Автотестовая транзакция,41103.99,3,1,3,62249476887,9,89748567798
1039,INSERT,2135,1,1,2025-05-12 19:18:36.375331,1,40817810000440328989,40817810000049613755,,,,,,,,,,,1,2025-03-16,Автотестовая транзакция,45027.85,7,2,3,81214805553,1,+79855088188
1040,INSERT,2136,2,2,2025-05-12 19:18:36.375331,2,40817810000693600063,40817810000735639393,,,,,,,,,,,2,2025-03-17,Автотестовая транзакция,3182.58,5,4,3,14994518774,4,+73581776905
1041,INSERT,2137,1,1,2025-05-12 19:18:36.375331,1,40817810000285780057,40817810000636976689,,,,,,,,,,,2,2025-03-18,Автотестовая транзакция,15773.99,5,2,2,62180987579,6,+75920755114
1042,INSERT,2138,1,1,2025-05-12 19:18:36.375331,1,40817810000756091523,40817810000177924177,,,,,,,,,,,2,2025-03-19,Автотестовая транзакция,5240.56,1,4,3,84535041857,9,83688096803
1043,INSERT,2139,2,2,2025-05-12 19:18:36.375331,2,40817810000325120920,40817810000710997105,,,,,,,,,,,2,2025-03-20,Автотестовая транзакция,41994.67,7,3,4,34758195723,8,+78797515659
1044,INSERT,2140,1,2,2025-05-12 19:18:36.375331,2,40817810000605030772,40817810000928884510,,,,,,,,,,,1,2025-03-21,Автотестовая транзакция,14613.20,7,5,1,99136186387,2,+74491996212
1045,INSERT,2141,1,2,2025-05-12 19:18:36.375331,2,40817810000448886472,40817810000068233045,,,,,,,,,,,1,2025-03-22,Автотестовая транзакция,33102.41,2,4,4,92055554504,9,88165696450
1046,INSERT,2142,2,2,2025-05-12 19:18:36.375331,2,40817810000662537501,40817810000737687290,,,,,,,,,,,1,2025-03-23,Автотестовая транзакция,15585.65,6,3,1,14434217360,11,+79357957851
1047,INSERT,2143,2,1,2025-05-12 19:18:36.375331,1,40817810000301528379,40817810000738997180,,,,,,,,,,,2,2025-03-24,Автотестовая транзакция,5890.67,1,2,4,49867682349,6,83524671464
1048,INSERT,2144,1,1,2025-05-12 19:18:36.375331,1,40817810000729496609,40817810000542849260,,,,,,,,,,,1,2025-03-25,Автотестовая транзакция,37475.84,4,4,4,49433470497,5,86917351282
1049,INSERT,2145,1,1,2025-05-12 19:18:36.375331,1,40817810000809142598,40817810000347634069,,,,,,,,,,,1,2025-03-26,Автотестовая транзакция,31701.51,6,2,2,47593145294,2,82617974319
1050,INSERT,2146,2,2,2025-05-12 19:18:36.375331,2,40817810000877268848,40817810000819920498,,,,,,,,,,,2,2025-03-27,Автотестовая транзакция,19741.54,4,3,5,56876543738,8,87780649918
1051,INSERT,2147,1,2,2025-05-12 19:18:36.375331,2,40817810000912223677,40817810000992940572,,,,,,,,,,,2,2025-03-28,Автотестовая транзакция,48143.43,2,4,3,67156916300,6,+77104024617
1052,INSERT,2148,2,2,2025-05-12 19:18:36.375331,2,40817810000082432574,40817810000278269635,,,,,,,,,,,2,2025-03-29,Автотестовая транзакция,4354.72,3,4,4,45037714971,6,+72507580320
1053,INSERT,2149,1,1,2025-05-12 19:18:36.375331,1,40817810000493174996,40817810000696319458,,,,,,,,,,,2,2025-03-30,Автотестовая транзакция,36710.50,2,4,2,85235136713,2,88191435199
1054,INSERT,2150,2,1,2025-05-12 19:18:36.375331,1,40817810000204358855,40817810000270483632,,,,,,,,,,,1,2025-03-31,Автотестовая транзакция,3132.22,4,2,2,42408763814,3,88689627883
1055,INSERT,2151,2,2,2025-05-12 19:18:36.375331,2,40817810000912798112,40817810000468869154,,,,,,,,,,,2,2025-04-01,Автотестовая транзакция,1646.62,7,2,3,39639888932,3,81631519657
1056,INSERT,2152,2,2,2025-05-12 19:18:36.375331,2,40817810000333612498,40817810000596551238,,,,,,,,,,,1,2025-04-02,Автотестовая транзакция,44508.90,3,5,2,94216070483,10,82723083943
1057,INSERT,2153,2,1,2025-05-12 19:18:36.375331,1,40817810000782464392,40817810000031731066,,,,,,,,,,,2,2025-04-03,Автотестовая транзакция,8029.85,1,2,5,98450434480,7,+72663735255
1058,INSERT,2154,1,2,2025-05-12 19:18:36.375331,2,40817810000405519660,40817810000232551323,,,,,,,,,,,2,2025-04-04,Автотестовая транзакция,4853.34,3,3,1,91336428542,12,87109362632
1059,INSERT,2155,1,1,2025-05-12 19:18:36.375331,1,40817810000310846056,40817810000549170914,,,,,,,,,,,1,2025-04-05,Автотестовая транзакция,1986.76,3,3,4,50983270680,5,+75871232978
1060,INSERT,2156,2,2,2025-05-12 19:18:36.375331,2,40817810000012132755,40817810000231761097,,,,,,,,,,,2,2025-04-06,Автотестовая транзакция,14980.96,5,1,2,42604612566,5,+75731503605
